asset_id,category,asset_name,recommended_implementation,priority,states_variants,current_status,notes,unity_path,guid,width,height,alpha,origin
WK-008,Interaction markers & helper UI,Reset position marker,World-space UI,P1,available,missing,Comfort/support function.,Assets/ProjectOEN/GeneratedArtRuntime256/interaction_markers_helper_ui/wk_008_reset_position_marker.png,124c7a182429be26005b1600ea3ce4c5,256,256,True,generated_runtime_sprite
WK-009,Interaction markers & helper UI,Camp danger marker,World-space UI,P1,"low, medium, high",missing,Storm pressure communication.,Assets/ProjectOEN/GeneratedArtRuntime256/interaction_markers_helper_ui/wk_009_camp_danger_marker.png,6a67ccde04ec10cd26f9ed4dde36e287,256,256,True,generated_runtime_sprite
WK-010,Interaction markers & helper UI,Fire needs fuel marker,World-space UI,P0,warning,missing,Objective support.,Assets/ProjectOEN/GeneratedArtRuntime256/interaction_markers_helper_ui/wk_010_fire_needs_fuel_marker.png,79243d9c5f803fd3bbcc285a9190b739,256,256,True,generated_runtime_sprite
WK-011,Interaction markers & helper UI,Shelter needs repair marker,World-space UI,P0,warning,missing,Objective support.,Assets/ProjectOEN/GeneratedArtRuntime256/interaction_markers_helper_ui/wk_011_shelter_needs_repair_marker.png,f2ded25192e7bb984782bd1dc2520aac,256,256,True,generated_runtime_sprite
WK-012,Interaction markers & helper UI,Radio part insertion marker,World-space UI,P1,"preview, valid",missing,Repair interaction.,Assets/ProjectOEN/GeneratedArtRuntime256/interaction_markers_helper_ui/wk_012_radio_part_insertion_marker.png,3c8ff58c4be28e0b4ec961c650f54d8d,256,256,True,generated_runtime_sprite
WK-013,Interaction markers & helper UI,Planning board interact marker,World-space UI,P0,"idle, active",missing,Planning phase usability.,Assets/ProjectOEN/GeneratedArtRuntime256/interaction_markers_helper_ui/wk_013_planning_board_interact_marker.png,a727bb1f03bca8dc8dbb4c43b3076f57,256,256,True,generated_runtime_sprite
WK-014,Interaction markers & helper UI,Subtitle speaker indicator,UI helper,P1,"player1, player2, radio",missing,Accessibility support.,Assets/ProjectOEN/GeneratedArtRuntime256/interaction_markers_helper_ui/wk_014_subtitle_speaker_indicator.png,cbdc0b92ce9adb2f2d77f805eb885089,256,256,True,generated_runtime_sprite
WK-015,Interaction markers & helper UI,Pause / reconnect overlay icons,UI overlay,P1,"paused, reconnecting, failed",missing,Meta flow support.,Assets/ProjectOEN/GeneratedArtRuntime256/interaction_markers_helper_ui/wk_015_pause_reconnect_overlay_icons.png,f66ad939c4599229314314c610b18e5e,256,256,True,generated_runtime_sprite
EN-001,Environment set dressing,Shipwreck hull chunk,3D prop cluster,P0,"large, medium",missing,Beach scene anchor.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_001_shipwreck_hull_chunk.png,feb601c24247509ea5490284e4e7decc,256,256,True,generated_runtime_sprite
EN-002,Environment set dressing,Broken plank pile,3D prop cluster,P0,"small, medium, large",missing,Beach dressing.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_002_broken_plank_pile.png,59776b2cbcef04aa143ddfb752b57092,256,256,True,generated_runtime_sprite
EN-003,Environment set dressing,Barrel / container wreckage,3D prop cluster,P1,"closed, broken",missing,Beach dressing.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_003_barrel_container_wreckage.png,e66c2f49c3f3563510ea012d696d3bc9,256,256,True,generated_runtime_sprite
EN-004,Environment set dressing,Rope debris set,3D prop cluster,P1,"small, medium",missing,Beach dressing.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_004_rope_debris_set.png,8c55ef25ec82def25b58191393151efc,256,256,True,generated_runtime_sprite
EN-005,Environment set dressing,Beach stone cluster,3D prop cluster,P1,"small, medium, large",missing,Set dressing.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_005_beach_stone_cluster.png,99501c61ef2c3fb72d8b6d7b890057da,256,256,True,generated_runtime_sprite
EN-006,Environment set dressing,Driftwood cluster,3D prop cluster,P1,"small, medium, large",missing,Set dressing.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_006_driftwood_cluster.png,7692ee472e9a43a5048e08b44cdef958,256,256,True,generated_runtime_sprite
EN-007,Environment set dressing,Palm tree variant set,3D vegetation,P0,"young, mature, broken",missing,Macro environment.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_007_palm_tree_variant_set.png,794922ceb709a9d20b591645b2e2adcd,256,256,True,generated_runtime_sprite
EN-008,Environment set dressing,Palm frond ground clutter,3D vegetation,P1,"small, medium",missing,Ground dressing.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_008_palm_frond_ground_clutter.png,d7226e1f272af2e610aeba3bedf8781b,256,256,True,generated_runtime_sprite
EN-009,Environment set dressing,Broadleaf bush set,3D vegetation,P0,"small, medium, dense",missing,Jungle readability.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_009_broadleaf_bush_set.png,5250f5b08a566079d6b7f708ee2e0015,256,256,True,generated_runtime_sprite
EN-010,Environment set dressing,Vine cluster set,3D vegetation,P1,"short, hanging, dense",missing,Jungle detail.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_010_vine_cluster_set.png,6536eb6e809f13fcd2e8bd491cd2ca6e,256,256,True,generated_runtime_sprite
EN-011,Environment set dressing,Wet mud / puddle decal set,Material / decal,P1,"small, medium, large",missing,Storm atmosphere.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_011_wet_mud_puddle_decal_set.png,3889acd35f8332c541008a98bb7433ec,256,256,True,generated_runtime_sprite
EN-012,Environment set dressing,Rock wall module,3D environment module,P0,"straight, corner, ledge",missing,Ravine / cliff scenes.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_012_rock_wall_module.png,4e0f31430e7bbcae2a22f5ff75f1db64,256,256,True,generated_runtime_sprite
EN-013,Environment set dressing,Cliff edge grass set,3D vegetation,P1,"short, dense",missing,Ravine dressing.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_013_cliff_edge_grass_set.png,3a928c5f722e47d1a02cbe72b40ad4b6,256,256,True,generated_runtime_sprite
EN-014,Environment set dressing,Cave wall module,3D environment module,P1,"straight, corner, arch",missing,Cave scene support.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_014_cave_wall_module.png,df5052df0ba0f0e5a4a70894383c440c,256,256,True,generated_runtime_sprite
EN-015,Environment set dressing,Cave floor debris set,3D prop cluster,P1,"stones, branches",missing,Cave dressing.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_015_cave_floor_debris_set.png,3e900eccc659dce66a997bf9f2b1267b,256,256,True,generated_runtime_sprite
EN-016,Environment set dressing,Camp mat / groundsheet,3D prop cluster,P1,"clean, worn, wet",missing,Camp dressing.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_016_camp_mat_groundsheet.png,4dfdf30d6cd2cd1a6116b180cabeb1f1,256,256,True,generated_runtime_sprite
EN-017,Environment set dressing,Cooking corner set,3D prop cluster,P1,"pot, crate, utensils",missing,Camp dressing.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_017_cooking_corner_set.png,b15c380d75dc683712a86612096b318f,256,256,True,generated_runtime_sprite
EN-018,Environment set dressing,Storage corner set,3D prop cluster,P1,"crate, sack, poles",missing,Camp dressing.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_018_storage_corner_set.png,5e645e9ab04ade50ee8e398f911b383c,256,256,True,generated_runtime_sprite
EN-019,Environment set dressing,Signal hill dressing set,3D prop cluster,P1,"logs, ropes, stones",missing,Beacon area dressing.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_019_signal_hill_dressing_set.png,5d963cb5c361ff8e94965c018bd77900,256,256,True,generated_runtime_sprite
EN-020,Environment set dressing,Rain catcher placement set,3D prop cluster,P1,"frame, cloth, basin",missing,Derived from mockups.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_020_rain_catcher_placement_set.png,4e81a8a3c3e976a5bef344426a31cd1d,256,256,True,generated_runtime_sprite
EN-021,Environment set dressing,Torch stand,3D prop cluster,P2,"unlit, lit",missing,Night readability.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_021_torch_stand.png,503327d178b38b8199d8b7c1f50628e6,256,256,True,generated_runtime_sprite
EN-022,Environment set dressing,Path marker stakes,3D prop cluster,P1,"plain, cloth-marked",missing,Navigation hinting.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_022_path_marker_stakes.png,9482a0493c782ae42742af00b7315a5b,256,256,True,generated_runtime_sprite
EN-023,Environment set dressing,Storm damage debris set,3D prop cluster,P1,"broken shelter parts, loose cloth",missing,Finale aftermath.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_023_storm_damage_debris_set.png,ecffea446630d5a00a25a300bf63b42e,256,256,True,generated_runtime_sprite
EN-024,Environment set dressing,Camp boundary rope set,3D prop cluster,P2,"slack, taut",missing,Optional spatial framing.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_024_camp_boundary_rope_set.png,c6bb369f42be778e5e989984ea8188ac,256,256,True,generated_runtime_sprite
EN-025,Environment set dressing,Water shoreline foam decal,Material / decal,P2,"calm, storm",missing,Beach polish.,Assets/ProjectOEN/GeneratedArtRuntime256/environment_set_dressing/en_025_water_shoreline_foam_decal.png,d9e3616a81000c9cb6f765e2a53df36b,256,256,True,generated_runtime_sprite
MN-001,Menus & meta screens,Main menu background,UI scene art,P1,"neutral, storm",missing,Startup presentation.,Assets/ProjectOEN/GeneratedArtRuntime256/menus_meta_screens/mn_001_main_menu_background.png,75ebc7eb62e0f279e4092867502e9c3a,256,256,True,generated_runtime_sprite
MN-002,Menus & meta screens,Lobby panel,UI panel,P0,"host, client, connected",missing,Pre-game flow.,Assets/ProjectOEN/GeneratedArtRuntime256/menus_meta_screens/mn_002_lobby_panel.png,85f1e736ee5e0f10432a216b84b8d1a6,256,256,True,generated_runtime_sprite
MN-003,Menus & meta screens,Comfort settings panel,UI panel,P0,default,missing,Required UX.,Assets/ProjectOEN/GeneratedArtRuntime256/menus_meta_screens/mn_003_comfort_settings_panel.png,0dbd99dcc648238fe05e18bd4c5b5aa1,256,256,True,generated_runtime_sprite
MN-004,Menus & meta screens,Pause menu panel,UI panel,P0,default,missing,Required UX.,Assets/ProjectOEN/GeneratedArtRuntime256/menus_meta_screens/mn_004_pause_menu_panel.png,8ef27b68a91a1f74e2ae94cc6c784e60,256,256,True,generated_runtime_sprite
MN-005,Menus & meta screens,Reconnect screen,UI panel,P0,"trying, failed, success",missing,Required UX.,Assets/ProjectOEN/GeneratedArtRuntime256/menus_meta_screens/mn_005_reconnect_screen.png,35d90bc041f84f200987a750dba72544,256,256,True,generated_runtime_sprite
MN-006,Menus & meta screens,Subtitle settings panel,UI panel,P1,default,missing,Accessibility.,Assets/ProjectOEN/GeneratedArtRuntime256/menus_meta_screens/mn_006_subtitle_settings_panel.png,ab1c61acace60508467a4a19cdc44bf7,256,256,True,generated_runtime_sprite
MN-007,Menus & meta screens,Scenario select card,UI panel,P1,"Stormnatten, locked future scenario",missing,Future-ready UI.,Assets/ProjectOEN/GeneratedArtRuntime256/menus_meta_screens/mn_007_scenario_select_card.png,cc90d86c0f9b6adfa8ff1985fbff60cc,256,256,True,generated_runtime_sprite
MN-008,Menus & meta screens,End-of-run summary card,UI panel,P1,"success, failure",missing,Postgame.,Assets/ProjectOEN/GeneratedArtRuntime256/menus_meta_screens/mn_008_end_of_run_summary_card.png,43e89104ef77a72d7e6f5baa8f0b9a0f,256,256,True,generated_runtime_sprite
MN-009,Menus & meta screens,Player accolade badge set,UI badge,P1,"survivor, builder, rescuer etc.",missing,Postgame stats flavor.,Assets/ProjectOEN/GeneratedArtRuntime256/menus_meta_screens/mn_009_player_accolade_badge_set.png,bb9f508641d99d18d0d432607d32d41b,256,256,True,generated_runtime_sprite
MN-010,Menus & meta screens,Credits / thank you panel,UI panel,P2,default,missing,Gift-version polish.,Assets/ProjectOEN/GeneratedArtRuntime256/menus_meta_screens/mn_010_credits_thank_you_panel.png,d74ef510f6964f90072febb2ab589ebe,256,256,True,generated_runtime_sprite
FX-001,VFX support graphics,Smoke flipbook texture,VFX texture,P1,"small, medium",missing,Campfire / signal fire.,Assets/ProjectOEN/GeneratedArtRuntime256/vfx_support_graphics/fx_001_smoke_flipbook_texture.png,0b17f7ea9b09faff2165c27c40eb6671,256,256,True,generated_runtime_sprite
FX-002,VFX support graphics,Ember particle texture,VFX texture,P1,"small, medium",missing,Campfire / signal fire.,Assets/ProjectOEN/GeneratedArtRuntime256/vfx_support_graphics/fx_002_ember_particle_texture.png,f30c51470b6bb320baafc12b46796849,256,256,True,generated_runtime_sprite
FX-003,VFX support graphics,Ash particle texture,VFX texture,P2,single,missing,Storm aftermath.,Assets/ProjectOEN/GeneratedArtRuntime256/vfx_support_graphics/fx_003_ash_particle_texture.png,be5bde7076102f022763c565672855e7,256,256,True,generated_runtime_sprite
FX-004,VFX support graphics,Rain splash decal texture,VFX texture,P1,"small, medium",missing,Storm ambience.,Assets/ProjectOEN/GeneratedArtRuntime256/vfx_support_graphics/fx_004_rain_splash_decal_texture.png,0ddb53da5e476dfcfe9baf72b28420f2,256,256,True,generated_runtime_sprite
FX-005,VFX support graphics,Wet sheen mask texture,VFX/material helper,P1,single,missing,Wet objects look.,Assets/ProjectOEN/GeneratedArtRuntime256/vfx_support_graphics/fx_005_wet_sheen_mask_texture.png,925156de92ef533c551c26e1ec9cf85d,256,256,True,generated_runtime_sprite
FX-006,VFX support graphics,Lightning flash overlay,Screen effect,P1,"near, far",missing,Storm dramatics.,Assets/ProjectOEN/GeneratedArtRuntime256/vfx_support_graphics/fx_006_lightning_flash_overlay.png,583316e031db7ce42f10ec9bc85ee055,256,256,True,generated_runtime_sprite
FX-007,VFX support graphics,Glow halo texture,VFX texture,P1,"fire, lantern",missing,Simple bloom support.,Assets/ProjectOEN/GeneratedArtRuntime256/vfx_support_graphics/fx_007_glow_halo_texture.png,001dd0c5cb1adff817e13423a0bb29b2,256,256,True,generated_runtime_sprite
FX-008,VFX support graphics,Objective pulse ring,VFX/UI hybrid,P1,"small, medium",missing,World markers.,Assets/ProjectOEN/GeneratedArtRuntime256/vfx_support_graphics/fx_008_objective_pulse_ring.png,ab39e3645f209518b32de5dbcd696900,256,256,True,generated_runtime_sprite
